El,he,0.028840315031266057,2,1.0,3.813235
pan,bread,6.606934480075965e-05,4,0.8,3.58
agua,water,0.0003019951720402016,4,0.8,2.37
Somos,are,0.00025118864315095795,5,1.0,nan
mujeres,women,0.0003019951720402016,6,0.8571428571428571,nan
Nosotros,us,0.00039810717055349735,7,0.875,4.18623
bebemos,drink,6.45654229034655e-07,7,1.0,3.47
hombres,mens,0.0003090295432513592,5,0.7142857142857143,nan
Las,the,0.010471285480508996,3,1.0,3.983747
niñas,little girls,3.715352290971728e-05,10,0.8333333333333334,nan
Ellos,they,0.0006760829753919819,5,1.0,4.878935
beben,drink,2.6302679918953817e-06,5,1.0,3.47
Tú,you,0.00026915348039269167,3,1.0,4.346085
bebes,babies,4.265795188015926e-06,2,0.3333333333333333,nan
vino,came,7.943282347242822e-05,4,1.0,nan
Yo,i,0.0019498445997580458,2,1.0,nan
bebo,drink,2.2908676527677747e-06,5,1.0,3.47
soy,am,0.0005370317963702527,3,1.0,nan
una,a,0.009332543007969915,2,0.6666666666666666,2.893384
persona,person,0.00039810717055349735,1,0.14285714285714285,4.67
Hola,hello,0.00017378008287493763,3,0.6,3.75995
Gracias,thank you,0.0006025595860743575,8,0.8888888888888888,nan
Buenos,good ones,0.00026915348039269167,7,0.7777777777777778,nan
días,days,0.0004677351412871982,2,0.5,nan
Adiós,goodbye,2.454708915685029e-05,6,0.8571428571428571,3.472211
Perdón,sorry,5.62341325190349e-05,5,0.8333333333333334,3.44
Por,by,0.01148153621496883,3,1.0,5.411785
favor,favor,0.0002951209226666387,0,0.0,6.94
Lo,the,0.007943282347242814,3,1.0,3.983747
siento,feel,0.00015848931924611142,5,0.8333333333333334,5.11
No,do not,0.014791083881682071,4,0.6666666666666666,nan
disculpe,sorry,3.2359365692962813e-06,7,0.875,3.44
cocino,cook,1.1481536214968817e-06,4,0.6666666666666666,4.22
pescado,fish,1.5135612484362071e-05,6,0.8571428571428571,4.05
La,the,0.038018939632056124,3,1.0,3.983747
sopa,soup,1.2589254117941661e-05,2,0.5,5.37
Es,is,0.01096478196143185,1,0.5,nan
Él,he,0.0005888436553555889,2,1.0,3.813235
come,eat,2.8183829312644552e-05,4,1.0,2.78
fruta,fruit,1.3803842646028839e-05,2,0.4,3.63
queso,cheese,2.1379620895022323e-05,4,0.6666666666666666,4.33
Ella,she,0.0005495408738576248,4,1.0,3.568124
jugo,juice,1.0964781961431852e-05,3,0.6,4.4
papa,dad,6.606934480075965e-05,3,0.75,2.58
comida,food,0.0001202264434617413,4,0.6666666666666666,3.25
almuerzo,lunch,9.772372209558111e-06,6,0.75,3.61
desayuno,breakfast,1.5135612484362071e-05,8,0.8888888888888888,3.47
azúcar,sugar,2.344228815319923e-05,4,0.6666666666666666,3.95
sal,salt,3.1622776601683795e-05,1,0.25,5.05
vegetariano,vegetarian,1.8620871366628654e-06,1,0.09090909090909091,9.11
un,a,0.01148153621496883,2,1.0,2.893384
perro,dog,6.165950018614822e-05,5,1.0,2.8
caballo,horse,3.467368504525317e-05,7,1.0,4.15
Los,the,0.0162181009735893,3,1.0,3.983747
