Le,the,0.023442288153199223,2,0.6666666666666666
garçon,boy,4.570881896148751e-05,5,0.8333333333333334
il,he,0.010471285480508996,2,1.0
suivre,follow,0.00010964781961431851,6,1.0
un,a,0.013182567385564075,2,1.0
femme,wife,0.0003388441561392024,4,0.8
fille,girl,0.00026915348039269167,3,0.6
riche,rich,6.0255958607435806e-05,1,0.2
rouge,red,0.00013489628825916533,4,0.8
homme,man,0.0005495408738576248,4,0.8
être,be,0.0025703957827688645,3,0.75
pomme,apple,1.584893192461114e-05,4,0.8
taire,shut up,1.62181009735893e-05,7,1.0
manger,eat,9.77237220955811e-05,5,0.8333333333333334
lui,him,0.0017782794100389225,3,1.0
calme,calm,7.079457843841373e-05,1,0.2
avoir,have,0.001202264434617413,4,0.8
enfant,child,0.00018197008586099826,6,1.0
et,and,0.020892961308540396,3,1.0
robe,dress,3.235936569296281e-05,4,0.8
chat,cat,4.570881896148751e-05,1,0.25
noir,black,0.00013182567385564074,5,1.0
se,himself,0.003890451449942805,5,0.7142857142857143
sommer,summon,7.585775750291836e-07,3,0.5
écrire,write,8.128305161640995e-05,3,0.5
aimer,like,5.0118723362727245e-05,3,0.6
calmer,calm,1.5135612484362071e-05,2,0.3333333333333333
journal,newspaper,0.0001202264434617413,8,0.8888888888888888
lire,read,0.0001445439770745928,4,1.0
livre,book,0.00018197008586099826,5,1.0
menu,menu,1.584893192461114e-05,0,0.0
Ça,it,0.002884031503126606,2,1.0
aller,go,0.00043651583224016616,5,1.0
Oui,yes,0.0005623413251903491,3,1.0
merci,thank you,0.0003311311214825911,9,1.0
Bonjour,hello,7.762471166286911e-05,6,0.8571428571428571
comment,how,0.0005370317963702527,6,0.8571428571428571
Non,no,0.0012589254117941675,1,0.3333333333333333
Pardon,sorry,2.884031503126606e-05,5,0.8333333333333334
au,the,0.006309573444801931,3,1.0
revoir,meet again,4.677351412871981e-05,8,0.8
si,if,0.003019951720402016,2,1.0
plaire,please,1.4791083881682072e-05,3,0.5
yu,yu,2.754228703338169e-06,0,0.0
bien,good,0.0023442288153199225,4,1.0
va,go,0.001071519305237606,2,1.0
-,-,0.0,0,0.0
de,of,0.04897788193684461,2,1.0
accord,agreement,0.0002570395782768865,8,0.8888888888888888
bienvenu,welcome,5.248074602497723e-06,7,0.875
à,at,0.019054607179632473,2,1.0
bientôt,soon,0.0001202264434617413,6,0.8571428571428571
demain,tomorrow,0.0001445439770745928,7,0.875
tard,late,0.00022908676527677723,3,0.75
désoler,grieve,1.0471285480508985e-06,6,0.8571428571428571
bon,good,0.0007943282347242813,3,0.75
soirée,evening,8.912509381337459e-05,7,1.0
beaucoup,a lot,0.0005623413251903491,6,0.75
nuire,harm,1e-05,4,0.8
rien,nothing,0.0009549925860214359,6,0.8571428571428571
soupe,soup,1.445439770745928e-05,1,0.2
viande,meat,3.235936569296281e-05,5,0.8333333333333334
fraise,strawberry,3.090295432513592e-06,7,0.7
baguette,baguette,6.456542290346549e-06,0,0.0
tomate,tomato,4.677351412871981e-06,1,0.16666666666666666
eau,water,0.0002818382931264455,4,0.8
boire,drink,4.168693834703355e-05,4,0.8
œuf,egg,3.890451449942805e-06,3,1.0
salade,salad,9.549925860214369e-06,1,0.16666666666666666
oignon,onion,3.467368504525317e-06,3,0.5
vin,wine,6.309573444801929e-05,2,0.5
pain,bread,4.3651583224016566e-05,5,1.0
du,of,0.01,2,1.0
Canada,canada,0.00018620871366628676,0,0.0
bière,beer,3.0199517204020192e-05,3,0.6
lait,milk,3.715352290971728e-05,4,1.0
repas,meal,4.07380277804113e-05,3,0.6
thé,tea,2.0417379446695274e-05,2,0.6666666666666666
crêpe,crepe,1.6982436524617459e-06,1,0.2
boisson,drink,1.0232929922807536e-05,6,0.8571428571428571
beurre,butter,1.7378008287493764e-05,4,0.6666666666666666
bonbon,candy,4.365158322401657e-06,5,0.8333333333333334
banane,banana,5.888436553555884e-06,1,0.16666666666666666
fromage,cheese,1.8197008586099827e-05,6,0.8571428571428571
carotte,carrot,3.3113112148259077e-06,3,0.42857142857142855
Sel,salt,2.187761623949552e-05,2,0.5
poivrer,pepper,3.715352290971728e-07,4,0.5714285714285714
sucre,sugar,2.6302679918953814e-05,3,0.6
gâteau,cake,1.3182567385564073e-05,5,0.8333333333333334
poulet,chicken,1.7378008287493764e-05,6,0.8571428571428571
avec,with,0.004365158322401661,4,1.0
porc,pork,1.3182567385564073e-05,1,0.25
jus,juice,1.698243652461746e-05,3,0.6
huile,oil,3.1622776601683795e-05,3,0.6
citron,lemon,7.943282347242822e-06,4,0.6666666666666666
confiture,jam,2.818382931264455e-06,9,1.0
raisin,grapes,4.897788193684467e-06,5,0.8333333333333334
animal,animal,4.265795188015926e-05,0,0.0
chien,dog,6.918309709189363e-05,5,1.0
cheval,horse,5.495408738576248e-05,5,0.8333333333333334
oiseau,bird,2.187761623949552e-05,5,0.8333333333333334
canard,duck,1.4125375446227553e-05,6,1.0
ours,bear,1.698243652461746e-05,4,1.0
cochon,pig,8.51138038202376e-06,6,1.0
mouche,fly,9.332543007969906e-06,6,1.0
vache,cow,1.4791083881682072e-05,4,0.8
tortu,tortu,3.548133892335753e-08,0,0.0
tigre,tiger,8.51138038202376e-06,2,0.4
serpent,snake,1.288249551693135e-05,5,0.7142857142857143
requin,shark,6.165950018614822e-06,6,1.0
dauphin,dolphin,7.413102413009176e-06,2,0.2857142857142857
singe,monkey,1.0471285480508985e-05,4,0.6666666666666666
abeille,bee,3.8018939632056132e-06,4,0.5714285714285714
araignée,spider,6.02559586074358e-06,7,0.875
loup,wolf,2.39883291901949e-05,3,0.75
papillon,butterfly,7.413102413009176e-06,9,1.0
baleine,whale,5.011872336272725e-06,5,0.7142857142857143
insecte,insect,5.370317963702533e-06,1,0.14285714285714285
fourmi,ant,2.0417379446695273e-06,6,1.0
