Le,the,0.023442288153199223,2,0.6666666666666666,3.983747
garçon,boy,4.570881896148751e-05,5,0.8333333333333334,3.67
Je,i,0.008317637711026709,2,1.0,nan
suis,am,0.0013489628825916532,4,1.0,nan
une,a,0.010232929922807542,3,1.0,2.893384
femme,wife,0.0003388441561392024,4,0.8,5.67
La,the,0.028183829312644536,3,1.0,3.983747
fille,girl,0.00026915348039269167,3,0.6,4.0
un,a,0.013182567385564075,2,1.0,2.893384
riche,rich,6.0255958607435806e-05,1,0.2,6.32
rouge,red,0.00013489628825916533,4,0.8,3.68
homme,man,0.0005495408738576248,4,0.8,3.11
est,east,0.015848931924611134,1,0.25,6.94
pomme,apple,1.584893192461114e-05,4,0.8,4.15
Tu,you,0.003019951720402016,2,0.6666666666666666,4.346085
es,es,0.0005128613839913648,0,0.0,nan
mange,eat,3.5481338923357534e-05,4,0.8,2.78
Il,he,0.010471285480508996,2,1.0,3.813235
Elle,she,0.003311311214825911,3,0.75,3.568124
calme,calm,7.079457843841373e-05,1,0.2,6.26
a,at,0.010471285480508996,1,0.5,4.037032
enfant,child,0.00018197008586099826,6,1.0,5.14536
et,and,0.020892961308540396,3,1.0,4.569882
robe,dress,3.235936569296281e-05,4,0.8,4.05
chat,cat,4.570881896148751e-05,1,0.25,3.68
noir,black,0.00013182567385564074,5,1.0,3.56
Les,the,0.018197008586099836,3,1.0,3.983747
hommes,men,0.0003388441561392024,4,0.6666666666666666,nan
Nous,we,0.003019951720402016,4,1.0,5.03879
sommes,are,0.00022908676527677723,5,0.8333333333333334,nan
sont,are,0.002951209226666387,4,1.0,nan
riches,rich,4.07380277804113e-05,2,0.3333333333333333,6.32
calmes,calm,5.370317963702533e-06,2,0.3333333333333333,6.26
écris,write,2.187761623949552e-05,4,0.8,4.89
aime,love,0.0003467368504525317,3,0.75,5.17
mangeons,let's eat,1.0471285480508985e-06,9,1.0,nan
Vous,you,0.002951209226666387,2,0.5,4.346085
êtes,are,0.00018197008586099826,3,0.75,nan
avons,have,0.0003630780547701014,4,0.8,3.72
journal,newspaper,0.0001202264434617413,8,0.8888888888888888,5.78
lit,bed,9.77237220955811e-05,3,1.0,2.89
livre,book,0.00018197008586099826,5,1.0,3.68
lisons,read,1.2589254117941661e-06,6,1.0,4.11
menu,menu,1.584893192461114e-05,0,0.0,5.89
livres,books,0.00010232929922807536,5,0.8333333333333334,nan
Ils,they,0.0025118864315095794,4,1.0,4.878935
Elles,they,0.0005248074602497728,4,0.8,4.878935
filles,girls,0.0001202264434617413,3,0.5,nan
femmes,women,0.0002570395782768865,4,0.6666666666666666,nan
enfants,children,0.0003311311214825911,8,1.0,4.09545
écrivent,write,7.943282347242822e-06,5,0.625,4.89
mangent,eat,8.91250938133746e-06,5,0.7142857142857143,2.78
lisent,read,5.011872336272725e-06,5,0.8333333333333334,4.11
garçons,boys,3.63078054770101e-05,5,0.7142857142857143,nan
Ça,it,0.002884031503126606,2,1.0,4.39937
va,go,0.001071519305237606,2,1.0,3.37
Oui,yes,0.0005623413251903491,3,1.0,2.310598
merci,thank you,0.0003311311214825911,9,1.0,nan
Bonjour,hello,7.762471166286911e-05,6,0.8571428571428571,3.75995
comment,how,0.0005370317963702527,6,0.8571428571428571,5.3585
Non,no,0.0012589254117941675,1,0.3333333333333333,2.715564
Pardon,sorry,2.884031503126606e-05,5,0.8333333333333334,3.44
au,the,0.006309573444801931,3,1.0,3.983747
revoir,meet again,4.677351412871981e-05,8,0.8,nan
te,you,0.0008912509381337459,3,1.0,4.346085
plaît,please,3.3884415613920276e-05,3,0.5,3.482868
y,there,0.0026302679918953813,5,1.0,5.25193
bien,good,0.0023442288153199225,4,1.0,3.55
vas,going,0.00013489628825916533,5,1.0,5.411785
-,-,0.0,0,0.0,nan
accord,agreement,0.0002570395782768865,8,0.8888888888888888,8.16
Bienvenue,welcome,2.238721138568338e-05,7,0.7777777777777778,4.06
à,at,0.019054607179632473,2,1.0,4.037032
bientôt,soon,0.0001202264434617413,6,0.8571428571428571,4.82565
demain,tomorrow,0.0001445439770745928,7,0.875,5.187988
plus,more,0.005011872336272725,4,1.0,3.781264
tard,late,0.00022908676527677723,3,0.75,5.28
Désolé,sorry,5.3703179637025325e-05,5,0.8333333333333334,3.44
Bonne,good,0.00045708818961487515,4,0.8,3.55
soirée,evening,8.912509381337459e-05,7,1.0,5.84
beaucoup,a lot,0.0005623413251903491,6,0.75,nan
nuit,night,0.00025118864315095795,3,0.6,3.61
De,of,0.04897788193684461,2,1.0,4.548568
rien,nothing,0.0009549925860214359,6,0.8571428571428571,5.209302
soupe,soup,1.445439770745928e-05,1,0.2,5.37
viande,meat,3.235936569296281e-05,5,0.8333333333333334,4.42
fraise,strawberry,3.090295432513592e-06,7,0.7,4.21
baguette,baguette,6.456542290346549e-06,0,0.0,13.75
tomate,tomato,4.677351412871981e-06,1,0.16666666666666666,4.61
eau,water,0.0002818382931264455,4,0.8,2.37
bois,wood,0.00013182567385564074,3,0.75,4.58
œuf,egg,3.890451449942805e-06,3,1.0,3.89
salade,salad,9.549925860214369e-06,1,0.16666666666666666,5.61
oignon,onion,3.467368504525317e-06,3,0.5,6.05
vin,wine,6.309573444801929e-05,2,0.5,7.9
pain,bread,4.3651583224016566e-05,5,1.0,3.58
boivent,drink,4.073802778041131e-06,5,0.7142857142857143,3.47
du,of,0.01,2,1.0,4.548568
Canada,canada,0.00018620871366628676,0,0.0,nan
bière,beer,3.0199517204020192e-05,3,0.6,6.11
lait,milk,3.715352290971728e-05,4,1.0,3.37
repas,meal,4.07380277804113e-05,3,0.6,4.74
thé,tea,2.0417379446695274e-05,2,0.6666666666666666,5.47
crêpe,crepe,1.6982436524617459e-06,1,0.2,10.89
boisson,drink,1.0232929922807536e-05,6,0.8571428571428571,3.47
beurre,butter,1.7378008287493764e-05,4,0.6666666666666666,5.78
bonbon,candy,4.365158322401657e-06,5,0.8333333333333334,4.0
boire,drink,4.168693834703355e-05,4,0.8,3.47
banane,banana,5.888436553555884e-06,1,0.16666666666666666,3.78
fromage,cheese,1.8197008586099827e-05,6,0.8571428571428571,4.33
manger,eat,9.77237220955811e-05,5,0.8333333333333334,2.78
carotte,carrot,3.3113112148259077e-06,3,0.42857142857142855,2.74
Sel,salt,2.187761623949552e-05,2,0.5,5.05
poivre,pepper,5.4954087385762485e-06,5,0.8333333333333334,5.47
sucre,sugar,2.6302679918953814e-05,3,0.6,3.95
gâteau,cake,1.3182567385564073e-05,5,0.8333333333333334,3.26
poulet,chicken,1.7378008287493764e-05,6,0.8571428571428571,3.26
avec,with,0.004365158322401661,4,1.0,4.441998
porc,pork,1.3182567385564073e-05,1,0.25,5.63
jus,juice,1.698243652461746e-05,3,0.6,4.4
huile,oil,3.1622776601683795e-05,3,0.6,7.33
citron,lemon,7.943282347242822e-06,4,0.6666666666666666,4.74
confiture,jam,2.818382931264455e-06,9,1.0,6.56
raisin,grapes,4.897788193684467e-06,5,0.8333333333333334,nan
animal,animal,4.265795188015926e-05,0,0.0,2.89
chien,dog,6.918309709189363e-05,5,1.0,2.8
cheval,horse,5.495408738576248e-05,5,0.8333333333333334,4.15
oiseau,bird,2.187761623949552e-05,5,0.8333333333333334,3.52
canard,duck,1.4125375446227553e-05,6,1.0,3.5
ours,bear,1.698243652461746e-05,4,1.0,3.58
cochon,pig,8.51138038202376e-06,6,1.0,3.84
mouche,fly,9.332543007969906e-06,6,1.0,3.05
vache,cow,1.4791083881682072e-05,4,0.8,3.94
tortue,tortoise,5.888436553555884e-06,3,0.375,5.88
tigre,tiger,8.51138038202376e-06,2,0.4,4.0
serpent,snake,1.288249551693135e-05,5,0.7142857142857143,5.1
requin,shark,6.165950018614822e-06,6,1.0,5.47
dauphin,dolphin,7.413102413009176e-06,2,0.2857142857142857,6.05
singe,monkey,1.0471285480508985e-05,4,0.6666666666666666,4.21
abeille,bee,3.8018939632056132e-06,4,0.5714285714285714,5.0
araignée,spider,6.02559586074358e-06,7,0.875,3.43
loup,wolf,2.39883291901949e-05,3,0.75,4.5
papillon,butterfly,7.413102413009176e-06,9,1.0,3.67
baleine,whale,5.011872336272725e-06,5,0.7142857142857143,5.47
insecte,insect,5.370317963702533e-06,1,0.14285714285714285,4.75
fourmi,ant,2.0417379446695273e-06,6,1.0,4.32
lapin,rabbit,1.288249551693135e-05,4,0.6666666666666666,3.94
poule,hen,1.7378008287493764e-05,5,1.0,6.39
froid,cold,6.918309709189363e-05,3,0.6,3.95
petit,small,0.00044668359215096305,5,1.0,3.22
chaud,hot,5.3703179637025325e-05,4,0.8,3.37
nouvelle,new,0.0004073802778041126,6,0.75,4.72
noire,black,5.3703179637025325e-05,5,1.0,3.56
nouveau,new,0.0004073802778041126,5,0.7142857142857143,4.72
petite,small,0.0002818382931264455,6,1.0,3.22
jolie,pretty one,3.3113112148259076e-05,9,0.9,nan
