I,yo,0.013182567385564075,2,1.0
be,ser,0.006309573444801931,2,0.6666666666666666
a,un,0.023988329190194897,2,1.0
boy,chico,0.00015135612484362088,5,1.0
from,de,0.004365158322401661,4,1.0
mexico,mejico,5.3703179637025325e-05,1,0.16666666666666666
My,mi,0.003981071705534973,1,0.5
name,nombre,0.0004265795188015926,3,0.5
pedro,pedro,6.165950018614822e-06,0,0.0
She,ella,0.001737800828749376,4,1.0
girl,nina,0.0002454708915685031,3,0.75
he,el,0.005128613839913648,2,1.0
need,necesitar,0.0008912509381337459,6,0.6666666666666666
taxi,taxi,1.3489628825916533e-05,0,0.0
where,donde,0.0010471285480508996,4,0.8
have,tener,0.005248074602497728,4,0.8
reservation,reserva,8.31763771102671e-06,4,0.36363636363636365
fine,multa,0.00016595869074375615,5,1.0
when,cuando,0.002454708915685031,5,0.8333333333333334
newspaper,periodico,4.677351412871981e-05,8,0.8888888888888888
stop,detener,0.0003019951720402016,6,0.8571428571428571
now,ahora,0.0015135612484362087,4,0.8
room,habitacion,0.00022908676527677723,9,0.9
today,hoy,0.0003715352290971724,3,0.6
woman,mujer,0.0002137962089502232,5,1.0
man,hombre,0.0006918309709189362,5,0.8333333333333334
child,nino,0.0002137962089502232,4,0.8
good,bueno,0.0013489628825916532,5,1.0
morning,manana,0.000223872113856834,4,0.5714285714285714
and,y,0.026302679918953815,3,1.0
night,noche,0.0004265795188015926,3,0.6
hello,hola,4.677351412871981e-05,3,0.6
thank,gracias,0.00028840315031266055,6,0.8571428571428571
how,como,0.0016982436524617442,3,0.75
you,tu,0.009549925860214359,2,0.6666666666666666
please,por favor,0.0004897788193684461,7,0.7777777777777778
sorry,lo siento,0.00017782794100389227,8,0.8888888888888888
andrea,andrea,8.31763771102671e-06,0,0.0
bye,adios,2.754228703338169e-05,5,1.0
table,mesa,0.0001202264434617413,5,1.0
welcome,bienvenido,9.549925860214369e-05,9,0.9
to,a,0.026915348039269153,2,1.0
yes,si,0.0003235936569296281,3,1.0
excuse,excusa,3.467368504525317e-05,1,0.16666666666666666
me,yo,0.00316227766016838,2,1.0
drink,beber,8.128305161640995e-05,5,1.0
water,agua,0.0003311311214825911,4,0.8
eat,comer,0.00013489628825916533,5,1.0
more,mas,0.0023442288153199225,3,0.75
check,comprobar,0.00020892961308540387,8,0.8888888888888888
what,que,0.0025703957827688645,4,1.0
day,dia,0.0008709635899560804,2,0.6666666666666666
live,vivir,0.0003548133892335753,3,0.6
in,en,0.019498445997580455,1,0.5
mother,madre,0.00019498445997580456,4,0.6666666666666666
father,padre,0.00020417379446695296,4,0.6666666666666666
brother,hermano,0.00013182567385564074,7,1.0
husband,marido,0.0001,7,1.0
one,uno,0.003090295432513592,2,0.6666666666666666
two,dos,0.0013489628825916532,3,1.0
son,hijo,0.00019952623149688788,4,1.0
dad,papa,8.317637711026709e-05,3,0.75
can,poder,0.002818382931264455,5,1.0
help,ayuda,0.0005248074602497728,5,1.0
it,eso,0.009549925860214359,3,1.0
